product_name,price_per_kg,units_shipped_kg,units_sold_kg,units_on_hand_kg,supplier,sale_date,farm_city,farm_state,year,month,day,turnover_ratio,storage_cost,revenue
Milk,1.03,30181,12114,18067,Happy Cows Dairy,2023-12-27,Hartford,MD,2023,12,27,0.4013783506179384,17540.776699029127,12477.42
Milk,1.37,8629,6529,2100,Dairyland Co-op,2023-12-27,Alleneland,KS,2023,12,27,0.7566346042415112,1532.846715328467,8944.730000000001
Yogurt,2.87,1731,1689,42,Fresh Dairy Farms,2023-12-27,Jazmynchester,VT,2023,12,27,0.975736568457539,14.634146341463413,4847.43
Cheese,8.87,31792,12348,19444,Fresh Dairy Farms,2023-12-27,Harrischester,KY,2023,12,27,0.38839959738298946,2192.108229988726,109526.76
Butter,4.67,26339,3681,22658,Dairyland Co-op,2023-12-25,Lake Ardithview,AR,2023,12,25,0.1397547363225635,4851.820128479658,17190.27
Butter,5.79,7427,7275,152,Fresh Dairy Farms,2023-12-25,Ornberg,DE,2023,12,25,0.9795341322202774,26.25215889464594,42122.25
Milk,1.34,6750,1232,5518,Fresh Dairy Farms,2023-12-25,East Javon,FL,2023,12,25,0.18251851851851852,4117.910447761194,1650.88
Milk,1.24,27686,24124,3562,Happy Cows Dairy,2023-12-24,Torphyborough,OH,2023,12,24,0.8713429169977606,2872.5806451612902,29913.76
Butter,5.69,41025,10031,30994,Fresh Dairy Farms,2023-12-23,Dejaview,CA,2023,12,23,0.24450944546008532,5447.100175746924,57076.39000000001
Butter,5.1,29207,966,28241,Happy Cows Dairy,2023-12-23,Brookhaven,WV,2023,12,23,0.033074263019139245,5537.450980392157,4926.599999999999
Cheese,7.88,11840,2990,8850,Dairyland Co-op,2023-12-23,Connorland,CA,2023,12,23,0.25253378378378377,1123.0964467005076,23561.2
Cheese,9.4,10678,9142,1536,Happy Cows Dairy,2023-12-23,Moreno Valley,WV,2023,12,23,0.8561528376100394,163.40425531914892,85934.8
Cheese,8.61,8478,5042,3436,Happy Cows Dairy,2023-12-21,New Keeley,WA,2023,12,21,0.5947157348431233,399.07084785133566,43411.619999999995
Cheese,7.92,35919,25752,10167,Organic Valley,2023-12-21,Gleasonworth,AZ,2023,12,21,0.7169464628748017,1283.7121212121212,203955.84
Milk,1.03,26953,13302,13651,Dairyland Co-op,2023-12-21,West Erinmouth,TX,2023,12,21,0.49352576707602125,13253.398058252427,13701.06
Yogurt,2.56,45991,5876,40115,Fresh Dairy Farms,2023-12-20,Mooreberg,NH,2023,12,20,0.12776412776412777,15669.921875,15042.56
Butter,4.92,38977,36597,2380,Happy Cows Dairy,2023-12-20,Juliafort,MD,2023,12,20,0.9389383482566642,483.739837398374,180057.24
Cheese,9.29,49710,36541,13169,Organic Valley,2023-12-19,Joesphmouth,MA,2023,12,19,0.7350834842084087,1417.5457481162541,339465.88999999996
Yogurt,2.86,29185,15690,13495,Dairyland Co-op,2023-12-19,Ryanview,MO,2023,12,19,0.5376049340414597,4718.531468531469,44873.4
Cheese,9.4,26144,5980,20164,Fresh Dairy Farms,2023-12-19,Ciarafort,AK,2023,12,19,0.22873317013463892,2145.106382978723,56212.0
Yogurt,3.49,28059,4959,23100,Dairyland Co-op,2023-12-19,Elliottview,CA,2023,12,19,0.1767347375173741,6618.9111747851,17306.91
Butter,4.52,47555,22349,25206,Dairyland Co-op,2023-12-18,Lonzoside,ND,2023,12,18,0.46996109767637473,5576.548672566372,101017.48
Milk,1.28,4201,3086,1115,Fresh Dairy Farms,2023-12-18,Port D'angelo,NC,2023,12,18,0.7345870030945013,871.09375,3950.08
Cheese,9.36,37585,14110,23475,Fresh Dairy Farms,2023-12-17,Lake Isacburgh,AK,2023,12,17,0.3754157243581216,2508.012820512821,132069.6
Cheese,7.24,5685,3197,2488,Fresh Dairy Farms,2023-12-17,South Whitneyborough,MI,2023,12,17,0.5623570800351803,343.646408839779,23146.280000000002
Milk,1.2,44689,5153,39536,Happy Cows Dairy,2023-12-16,Richardson,RI,2023,12,16,0.11530801763297456,32946.66666666667,6183.599999999999
Yogurt,3.32,19734,3113,16621,Fresh Dairy Farms,2023-12-16,Aryannamouth,MA,2023,12,16,0.15774804905239687,5006.32530120482,10335.16
Yogurt,3.1,27695,6795,20900,Dairyland Co-op,2023-12-15,New Blazeworth,NM,2023,12,15,0.24535114641632064,6741.935483870968,21064.5
Cheese,8.67,26567,721,25846,Fresh Dairy Farms,2023-12-15,Andreshaven,CA,2023,12,15,0.027138931757443446,2981.0841983852365,6251.07
Yogurt,3.07,5182,3397,1785,Fresh Dairy Farms,2023-12-15,Huntington Park,MT,2023,12,15,0.6555384021613276,581.4332247557004,10428.789999999999
Cheese,8.84,27618,25059,2559,Organic Valley,2023-12-15,Huelchester,NM,2023,12,15,0.907343037149685,289.4796380090498,221521.56
Cheese,9.12,22644,10213,12431,Organic Valley,2023-12-14,Glendora,AL,2023,12,14,0.45102455396573043,1363.0482456140353,93142.56
Milk,1.22,1394,579,815,Fresh Dairy Farms,2023-12-14,Port Charity,MI,2023,12,14,0.415351506456241,668.032786885246,706.38
Yogurt,3.27,29568,25725,3843,Dairyland Co-op,2023-12-14,South Eldred,IN,2023,12,14,0.8700284090909091,1175.2293577981652,84120.75
Butter,4.98,24117,17719,6398,Happy Cows Dairy,2023-12-13,Mansfield,KS,2023,12,13,0.734709955632956,1284.738955823293,88240.62000000001
Yogurt,2.78,40547,15234,25313,Dairyland Co-op,2023-12-13,Federal Way,AR,2023,12,13,0.3757121365329124,9105.395683453238,42350.52
Milk,1.0,39432,19623,19809,Fresh Dairy Farms,2023-12-12,Fort Abbigail,MT,2023,12,12,0.49764150943396224,19809.0,19623.0
Cheese,8.36,10821,3536,7285,Fresh Dairy Farms,2023-12-12,Jamelport,MS,2023,12,12,0.3267720173736254,871.4114832535886,29560.96
Milk,1.19,21893,6798,15095,Fresh Dairy Farms,2023-12-12,Merrittburgh,KS,2023,12,12,0.31051020874252044,12684.873949579833,8089.62
Yogurt,3.55,8447,7535,912,Dairyland Co-op,2023-12-11,Selinabury,MN,2023,12,11,0.8920326743222445,256.90140845070425,26749.25
Milk,1.13,39697,3843,35854,Organic Valley,2023-12-10,Binghamton,KY,2023,12,10,0.09680832304708165,31729.20353982301,4342.589999999999
Cheese,8.54,15623,6535,9088,Fresh Dairy Farms,2023-12-10,South Carissacester,TX,2023,12,10,0.4182935415733214,1064.1686182669791,55808.899999999994
Butter,5.69,48934,30212,18722,Dairyland Co-op,2023-12-10,Quigleyburgh,CT,2023,12,10,0.6174030326562309,3290.3339191564146,171906.28
Milk,1.19,24394,18169,6225,Dairyland Co-op,2023-12-09,West Robbie,VT,2023,12,9,0.744814298598016,5231.09243697479,21621.11
Butter,4.56,40406,16501,23905,Dairyland Co-op,2023-12-09,North Janiyafield,GA,2023,12,9,0.4083799435727367,5242.3245614035095,75244.56
Cheese,6.5,33462,23104,10358,Dairyland Co-op,2023-12-09,Eleanoremouth,OK,2023,12,9,0.6904548443009981,1593.5384615384614,150176.0
Yogurt,3.18,28172,20819,7353,Happy Cows Dairy,2023-12-08,North Gilesfurt,ND,2023,12,8,0.7389961664063609,2312.264150943396,66204.42
Cheese,9.52,29939,2773,27166,Fresh Dairy Farms,2023-12-08,Adrienburgh,IL,2023,12,8,0.09262166405023547,2853.571428571429,26398.96
Milk,1.42,3111,2261,850,Organic Valley,2023-12-07,Schustershire,DE,2023,12,7,0.726775956284153,598.5915492957747,3210.62
Cheese,7.75,13143,11963,1180,Fresh Dairy Farms,2023-12-07,Port Ollie,WA,2023,12,7,0.9102183671916609,152.25806451612902,92713.25
Yogurt,2.44,17147,2504,14643,Organic Valley,2023-12-07,North Treystad,MS,2023,12,7,0.1460313757508602,6001.229508196721,6109.76
Yogurt,2.81,25472,23416,2056,Fresh Dairy Farms,2023-12-07,Toledo,MO,2023,12,7,0.9192839195979899,731.6725978647687,65798.96
Cheese,7.56,20327,10597,9730,Dairyland Co-op,2023-12-06,Fort Khalid,CA,2023,12,6,0.5213263147537758,1287.0370370370372,80113.31999999999
Milk,1.44,16127,6528,9599,Organic Valley,2023-12-06,Lake Forestmouth,SD,2023,12,6,0.40478700316239846,6665.972222222223,9400.32
Yogurt,3.22,41466,2705,38761,Happy Cows Dairy,2023-12-06,Port Earl,NJ,2023,12,6,0.06523416775189311,12037.577639751553,8710.1
Cheese,6.5,6894,159,6735,Happy Cows Dairy,2023-12-06,Myrtisfurt,NH,2023,12,6,0.023063533507397736,1036.1538461538462,1033.5
Yogurt,3.44,26761,9524,17237,Dairyland Co-op,2023-12-06,Sophiaberg,MT,2023,12,6,0.355891035462053,5010.7558139534885,32762.56
Cheese,7.09,43646,41152,2494,Fresh Dairy Farms,2023-12-06,Wisozkberg,MD,2023,12,6,0.9428584520918297,351.7630465444288,291767.68
Cheese,7.58,2764,1294,1470,Happy Cows Dairy,2023-12-05,Great Falls,MD,2023,12,5,0.4681620839363242,193.93139841688654,9808.52
Yogurt,2.42,2656,842,1814,Happy Cows Dairy,2023-12-05,Port Anya,AR,2023,12,5,0.3170180722891566,749.5867768595042,2037.6399999999999
Yogurt,2.66,2738,709,2029,Happy Cows Dairy,2023-12-05,East Ryderstad,OK,2023,12,5,0.2589481373265157,762.781954887218,1885.94
Cheese,8.55,19395,2601,16794,Dairyland Co-op,2023-12-05,New Abdul,MO,2023,12,5,0.13410672853828307,1964.2105263157894,22238.550000000003
Butter,5.17,36999,8044,28955,Happy Cows Dairy,2023-12-04,Reingerview,CT,2023,12,4,0.2174112813859834,5600.580270793037,41587.479999999996
Butter,4.78,37358,4158,33200,Fresh Dairy Farms,2023-12-03,Elmhurst,RI,2023,12,3,0.11130146153434338,6945.606694560669,19875.24
Milk,1.04,2649,1502,1147,Organic Valley,2023-12-03,South Geovanyberg,KY,2023,12,3,0.5670064175160437,1102.8846153846152,1562.0800000000002
Butter,5.26,45462,6032,39430,Organic Valley,2023-12-03,Bauchstead,NY,2023,12,3,0.13268224011262153,7496.197718631179,31728.32
Cheese,8.97,22279,7005,15274,Organic Valley,2023-12-03,Fort Eldoraland,MI,2023,12,3,0.31442165267740924,1702.7870680044591,62834.850000000006
Butter,5.3,13139,4974,8165,Happy Cows Dairy,2023-12-02,East Skylar,OH,2023,12,2,0.3785676231067813,1540.566037735849,26362.2
Milk,1.17,43055,31750,11305,Organic Valley,2023-12-02,East Quinton,OR,2023,12,2,0.7374288700499362,9662.393162393162,37147.5
Butter,5.9,43880,11953,31927,Happy Cows Dairy,2023-12-01,Lake Mafaldaton,ND,2023,12,1,0.2724020054694622,5411.35593220339,70522.7
Butter,5.25,8603,3500,5103,Happy Cows Dairy,2023-12-01,York,NH,2023,12,1,0.40683482506102525,972.0,18375.0
Butter,5.05,32763,15201,17562,Happy Cows Dairy,2023-12-01,Claudiastead,NY,2023,12,1,0.4639685010530171,3477.6237623762377,76765.05
Butter,5.1,1203,65,1138,Fresh Dairy Farms,2023-11-30,South Donaldshire,MA,2023,11,30,0.05403158769742311,223.1372549019608,331.5
Milk,1.3,35142,9197,25945,Happy Cows Dairy,2023-11-29,Wymanchester,TX,2023,11,29,0.2617096351943543,19957.69230769231,11956.1
Butter,4.79,24834,2123,22711,Dairyland Co-op,2023-11-29,North Kennedy,MO,2023,11,29,0.08548763791576065,4741.33611691023,10169.17
Yogurt,2.51,38250,19809,18441,Fresh Dairy Farms,2023-11-28,Karelleberg,NJ,2023,11,28,0.5178823529411765,7347.011952191236,49720.59
Milk,1.3,22397,14220,8177,Organic Valley,2023-11-28,West Jacemouth,HI,2023,11,28,0.6349064606866991,6290.0,18486.0
Milk,1.32,43554,27325,16229,Dairyland Co-op,2023-11-28,Olafhaven,MD,2023,11,28,0.6273821003811361,12294.69696969697,36069.0
Milk,1.17,26384,13088,13296,Dairyland Co-op,2023-11-27,Eladiochester,IN,2023,11,27,0.4960582171012735,11364.102564102564,15312.96
Yogurt,2.68,35128,25190,9938,Happy Cows Dairy,2023-11-27,Mount Pleasant,IA,2023,11,27,0.7170917786381235,3708.2089552238804,67509.2
Cheese,9.15,39990,28506,11484,Happy Cows Dairy,2023-11-27,Lake Emilfort,ND,2023,11,27,0.712828207051763,1255.0819672131147,260829.90000000002
Butter,4.77,9650,9392,258,Happy Cows Dairy,2023-11-27,East Yazminberg,OH,2023,11,27,0.9732642487046632,54.08805031446541,44799.84
Milk,1.25,46369,3150,43219,Happy Cows Dairy,2023-11-27,Lake Gabriella,NY,2023,11,27,0.06793331751816947,34575.2,3937.5
Yogurt,2.93,40255,24329,15926,Organic Valley,2023-11-26,West Melbaview,WA,2023,11,26,0.6043721276860018,5435.4948805460745,71283.97
Cheese,8.13,24114,14928,9186,Fresh Dairy Farms,2023-11-25,Lake Archstead,WY,2023,11,25,0.6190594675292361,1129.8892988929888,121364.64000000001
Butter,5.07,14161,11824,2337,Happy Cows Dairy,2023-11-25,Roseville,NM,2023,11,25,0.8349692818303792,460.94674556213016,59947.68
Milk,1.15,17752,2920,14832,Fresh Dairy Farms,2023-11-25,Moriahside,MA,2023,11,25,0.16448850833708878,12897.391304347828,3357.9999999999995
Cheese,7.09,21569,8763,12806,Dairyland Co-op,2023-11-24,El Monte,UT,2023,11,24,0.40627752793360844,1806.2059238363893,62129.67
Milk,1.02,44328,12648,31680,Dairyland Co-op,2023-11-24,West Lamonthaven,SD,2023,11,24,0.2853275582024905,31058.823529411766,12900.960000000001
Yogurt,2.83,46336,36431,9905,Fresh Dairy Farms,2023-11-23,Wymanberg,MN,2023,11,23,0.7862353245856354,3500.0,103099.73
Milk,1.13,44328,30190,14138,Organic Valley,2023-11-23,Yorba Linda,WI,2023,11,23,0.6810593755639777,12511.504424778763,34114.7
Cheese,8.65,41536,21954,19582,Fresh Dairy Farms,2023-11-22,East Michaelfort,ME,2023,11,22,0.5285535439137135,2263.815028901734,189902.1
Butter,5.98,17971,4668,13303,Fresh Dairy Farms,2023-11-22,Kovacekstad,NM,2023,11,22,0.25975182238050193,2224.581939799331,27914.640000000003
Milk,1.22,21028,14161,6867,Organic Valley,2023-11-22,West Fermin,FL,2023,11,22,0.6734354194407457,5628.688524590164,17276.42
Yogurt,3.08,36500,25768,10732,Fresh Dairy Farms,2023-11-20,West Cheyenne,NC,2023,11,20,0.7059726027397261,3484.4155844155844,79365.44
Milk,1.19,25936,21761,4175,Happy Cows Dairy,2023-11-19,Agustinaboro,DE,2023,11,19,0.83902683528686,3508.403361344538,25895.59
Butter,4.14,34336,12670,21666,Organic Valley,2023-11-19,Port Theo,MI,2023,11,19,0.3690004659832246,5233.333333333334,52453.799999999996
Yogurt,2.64,46557,45322,1235,Dairyland Co-op,2023-11-18,South Bradfordfurt,SC,2023,11,18,0.9734733767210086,467.80303030303025,119650.08
Milk,1.33,19357,19293,64,Happy Cows Dairy,2023-11-18,Port Ianport,VA,2023,11,18,0.9966937025365501,48.1203007518797,25659.690000000002
Yogurt,3.25,17656,1651,16005,Happy Cows Dairy,2023-11-18,Cicero,RI,2023,11,18,0.09350928862709561,4924.615384615385,5365.75
Butter,5.84,20348,15351,4997,Happy Cows Dairy,2023-11-18,Lombard,WV,2023,11,18,0.7544230391193237,855.6506849315068,89649.84
Butter,5.53,32651,11267,21384,Dairyland Co-op,2023-11-16,Fort Ignatius,PA,2023,11,16,0.34507365777464705,3866.907775768535,62306.51
Milk,0.96,14192,4515,9677,Dairyland Co-op,2023-11-16,Wallaceborough,AK,2023,11,16,0.3181369785794814,10080.208333333334,4334.4
Cheese,6.44,24307,22504,1803,Fresh Dairy Farms,2023-11-15,New Arloville,CT,2023,11,15,0.9258238367548443,279.96894409937886,144925.76
Milk,1.11,3789,1022,2767,Happy Cows Dairy,2023-11-15,South Jerad,ID,2023,11,15,0.2697281604645025,2492.7927927927926,1134.42
Yogurt,2.46,27402,4116,23286,Organic Valley,2023-11-14,Alanisburgh,OR,2023,11,14,0.15020801401357564,9465.853658536585,10125.36
Yogurt,3.05,15040,11085,3955,Fresh Dairy Farms,2023-11-14,Champlinview,OH,2023,11,14,0.7370345744680851,1296.72131147541,33809.25
Yogurt,2.85,15558,3566,11992,Organic Valley,2023-11-13,Lake Aydenbury,NH,2023,11,13,0.22920683892531174,4207.719298245614,10163.1
Yogurt,2.88,21142,13716,7426,Happy Cows Dairy,2023-11-13,North Evanland,AK,2023,11,13,0.6487560306498912,2578.472222222222,39502.08
Butter,4.95,49692,36897,12795,Happy Cows Dairy,2023-11-13,Tacoma,MD,2023,11,13,0.742513885534895,2584.8484848484845,182640.15
Cheese,8.34,25404,12548,12856,Happy Cows Dairy,2023-11-12,New Leiftown,OR,2023,11,12,0.4939379625255865,1541.4868105515588,104650.31999999999
Yogurt,3.25,47145,39992,7153,Dairyland Co-op,2023-11-12,East Mossieborough,MI,2023,11,12,0.8482765934881747,2200.923076923077,129974.0
Cheese,6.43,4085,103,3982,Dairyland Co-op,2023-11-11,Leannonbury,NV,2023,11,11,0.02521419828641371,619.284603421462,662.29
Butter,4.69,23690,11948,11742,Fresh Dairy Farms,2023-11-11,Ritchieside,AR,2023,11,11,0.5043478260869565,2503.6247334754794,56036.12
Yogurt,3.28,34755,3522,31233,Organic Valley,2023-11-10,Lake Antoniahaven,TX,2023,11,10,0.10133793698748382,9522.256097560976,11552.16
Milk,1.34,40468,31635,8833,Fresh Dairy Farms,2023-11-10,Federicochester,MD,2023,11,10,0.7817287733517841,6591.791044776119,42390.9
Milk,1.03,47339,30944,16395,Fresh Dairy Farms,2023-11-10,Lake Noel,TN,2023,11,10,0.653668222818395,15917.47572815534,31872.32
Cheese,6.47,49025,48618,407,Dairyland Co-op,2023-11-10,Crystalworth,WA,2023,11,10,0.9916981132075472,62.90571870170016,314558.45999999996
Milk,1.2,23543,8378,15165,Fresh Dairy Farms,2023-11-10,West Allanworth,VT,2023,11,10,0.3558594911438644,12637.5,10053.6
Yogurt,2.57,27288,14319,12969,Organic Valley,2023-11-10,Schoenstead,UT,2023,11,10,0.524736147757256,5046.303501945526,36799.829999999994
Butter,4.08,40466,4730,35736,Happy Cows Dairy,2023-11-10,Port Stephania,TX,2023,11,10,0.11688825186576385,8758.823529411764,19298.4
Yogurt,2.93,12478,198,12280,Organic Valley,2023-11-10,North Doug,VT,2023,11,10,0.015867927552492386,4191.126279863481,580.14
Yogurt,2.79,20995,6934,14061,Dairyland Co-op,2023-11-09,McCluremouth,NV,2023,11,9,0.3302691116932603,5039.784946236559,19345.86
Butter,4.94,45067,13047,32020,Dairyland Co-op,2023-11-09,Robbieworth,MS,2023,11,9,0.2895022965806466,6481.781376518218,64452.18000000001
Butter,5.19,27971,4685,23286,Dairyland Co-op,2023-11-08,Lake Vella,NJ,2023,11,8,0.16749490543777484,4486.705202312139,24315.15
Butter,5.15,43357,16812,26545,Dairyland Co-op,2023-11-07,Abilene,PA,2023,11,7,0.3877574555435109,5154.368932038835,86581.8
Cheese,7.2,1015,231,784,Happy Cows Dairy,2023-11-06,South Leifworth,WA,2023,11,6,0.22758620689655173,108.88888888888889,1663.2
Butter,5.53,48425,29473,18952,Happy Cows Dairy,2023-11-06,South Skye,KY,2023,11,6,0.6086319050077439,3427.1247739602168,162985.69
Cheese,6.44,36452,3018,33434,Organic Valley,2023-11-06,East Mortimertown,NH,2023,11,6,0.08279381103917481,5191.6149068322975,19435.920000000002
Yogurt,2.46,36339,25125,11214,Organic Valley,2023-11-05,Cesarview,WA,2023,11,5,0.691405927515892,4558.536585365854,61807.5
Cheese,7.22,37608,8144,29464,Fresh Dairy Farms,2023-11-05,Hartford,NC,2023,11,5,0.21654967028291852,4080.8864265927978,58799.68
Yogurt,2.86,37241,37013,228,Happy Cows Dairy,2023-11-05,Mrazshire,WA,2023,11,5,0.9938777154211755,79.72027972027972,105857.18
Cheese,9.4,47072,41815,5257,Fresh Dairy Farms,2023-11-05,Priscillastad,MT,2023,11,5,0.8883200203942896,559.2553191489361,393061.0
Milk,1.34,38084,20866,17218,Fresh Dairy Farms,2023-11-03,Desmondfurt,WI,2023,11,3,0.5478941287679866,12849.253731343282,27960.440000000002
Cheese,7.89,13412,2780,10632,Fresh Dairy Farms,2023-11-03,Adelinefort,KY,2023,11,3,0.2072770653146436,1347.5285171102662,21934.2
Yogurt,3.49,35316,33608,1708,Happy Cows Dairy,2023-11-03,West Arnaldo,LA,2023,11,3,0.9516366519424624,489.3982808022922,117291.92000000001
Butter,4.78,39744,6722,33022,Fresh Dairy Farms,2023-11-03,Hellerfort,CT,2023,11,3,0.16913244766505636,6908.36820083682,32131.16
Milk,1.1,40933,6374,34559,Dairyland Co-op,2023-11-03,Cleveland Heights,CO,2023,11,3,0.15571788043876578,31417.272727272724,7011.400000000001
Cheese,9.51,8610,5462,3148,Dairyland Co-op,2023-11-02,Sporertown,VT,2023,11,2,0.6343786295005808,331.0199789695058,51943.619999999995
Butter,5.03,26436,4342,22094,Fresh Dairy Farms,2023-11-02,Fort Elisaberg,AR,2023,11,2,0.16424572552579816,4392.445328031809,21840.260000000002
Butter,4.57,35290,24412,10878,Fresh Dairy Farms,2023-11-01,Julienberg,SD,2023,11,1,0.6917540379710966,2380.3063457330413,111562.84000000001
Yogurt,2.86,11054,530,10524,Organic Valley,2023-11-01,Elliehaven,VT,2023,11,1,0.04794644472589108,3679.72027972028,1515.8
Milk,1.1,36661,15286,21375,Dairyland Co-op,2023-11-01,New Wallace,SC,2023,11,1,0.416955347644636,19431.81818181818,16814.600000000002
Cheese,7.48,15161,6572,8589,Happy Cows Dairy,2023-11-01,Adriennecester,NH,2023,11,1,0.4334806411186597,1148.2620320855615,49158.560000000005
Butter,4.02,29881,17531,12350,Dairyland Co-op,2023-11-01,Reno,ME,2023,11,1,0.5866938857467956,3072.1393034825874,70474.62
Butter,5.54,49260,30534,18726,Happy Cows Dairy,2023-10-31,Fort Virgilstead,KY,2023,10,31,0.6198538367844093,3380.14440433213,169158.36000000002
Butter,5.38,44208,39668,4540,Organic Valley,2023-10-31,Downey,NV,2023,10,31,0.8973036554469779,843.8661710037175,213413.84
Cheese,8.2,9582,1937,7645,Organic Valley,2023-10-31,Alvinaboro,WI,2023,10,31,0.2021498643289501,932.3170731707318,15883.399999999998
Cheese,7.93,42743,9087,33656,Fresh Dairy Farms,2023-10-30,Mayerboro,MO,2023,10,30,0.2125962145848443,4244.136191677176,72059.91
Cheese,6.51,24980,7501,17479,Fresh Dairy Farms,2023-10-30,Antelope,WA,2023,10,30,0.30028022417934347,2684.94623655914,48831.51
Cheese,7.12,3008,1265,1743,Organic Valley,2023-10-30,Fort Vinnie,WI,2023,10,30,0.42054521276595747,244.80337078651684,9006.8
Butter,4.7,23554,7542,16012,Happy Cows Dairy,2023-10-29,Metzborough,ID,2023,10,29,0.32020039059183153,3406.808510638298,35447.4
Butter,4.44,47673,4366,43307,Fresh Dairy Farms,2023-10-28,Fort Lauderdale,WA,2023,10,28,0.09158223732511064,9753.828828828828,19385.04
Milk,1.2,20732,13095,7637,Happy Cows Dairy,2023-10-28,Boyercester,NY,2023,10,28,0.6316322593092804,6364.166666666667,15714.0
Butter,4.48,5694,5071,623,Organic Valley,2023-10-27,Murrayside,SD,2023,10,27,0.8905865823674043,139.0625,22718.08
Milk,1.4,19900,19675,225,Fresh Dairy Farms,2023-10-27,South Clinton,HI,2023,10,27,0.9886934673366834,160.71428571428572,27545.0
Butter,5.05,33249,21648,11601,Fresh Dairy Farms,2023-10-27,Hirtheville,AZ,2023,10,27,0.6510872507443833,2297.2277227722775,109322.4
Cheese,6.84,35902,524,35378,Fresh Dairy Farms,2023-10-26,Cheyannestad,TN,2023,10,26,0.014595287170631162,5172.222222222223,3584.16
Yogurt,2.46,22632,10994,11638,Happy Cows Dairy,2023-10-26,East Kaylinburgh,MA,2023,10,26,0.48577235772357724,4730.8943089430895,27045.239999999998
Butter,5.86,7407,4477,2930,Happy Cows Dairy,2023-10-26,East Jamieberg,KY,2023,10,26,0.6044282435533954,500.0,26235.22
Yogurt,2.49,14547,4462,10085,Fresh Dairy Farms,2023-10-26,Port Rudolph,FL,2023,10,26,0.3067299099470681,4050.200803212851,11110.380000000001
Milk,1.17,47191,25431,21760,Fresh Dairy Farms,2023-10-26,Gilbert,IL,2023,10,26,0.5388951283083638,18598.290598290598,29754.269999999997
Yogurt,3.16,4165,3000,1165,Fresh Dairy Farms,2023-10-25,Abbottstad,GA,2023,10,25,0.7202881152460985,368.67088607594934,9480.0
Butter,4.88,34290,21461,12829,Fresh Dairy Farms,2023-10-25,Kington,VA,2023,10,25,0.625867599883348,2628.8934426229507,104729.68
Milk,1.33,49540,2927,46613,Organic Valley,2023-10-24,Lake Bellfort,SD,2023,10,24,0.05908356883326605,35047.368421052626,3892.9100000000003
Yogurt,2.51,17003,7094,9909,Dairyland Co-op,2023-10-24,South Daisha,TX,2023,10,24,0.4172204905016762,3947.8087649402396,17805.94
Cheese,8.88,41395,1965,39430,Dairyland Co-op,2023-10-23,Fort Annamariechester,NE,2023,10,23,0.04746950114748158,4440.315315315315,17449.2
Milk,1.24,16651,14612,2039,Dairyland Co-op,2023-10-22,Lake Camroncester,OR,2023,10,22,0.8775448921986667,1644.3548387096773,18118.88
Milk,1.3,39651,25249,14402,Happy Cows Dairy,2023-10-22,North Lew,IN,2023,10,22,0.636780913470026,11078.461538461537,32823.700000000004
Milk,1.38,4326,3247,1079,Dairyland Co-op,2023-10-22,East Huldatown,AK,2023,10,22,0.750577901063338,781.8840579710145,4480.86
Butter,4.92,4059,4054,5,Organic Valley,2023-10-21,South Blaise,MO,2023,10,21,0.9987681694998768,1.016260162601626,19945.68
Yogurt,3.42,17465,5012,12453,Fresh Dairy Farms,2023-10-21,Heatherbury,OH,2023,10,21,0.28697394789579156,3641.2280701754385,17141.04
